date,pm25,pm10,o3,no2,so2,co
15-08-2021,106,60,27,7,7,5
16-08-2021,119,43,13,6,2,4
17-08-2021,78,32,11,5,2,3
18-08-2021,66,25,21,3,24,2
19-08-2021,63,26,31,3,2,2
20-08-2021,55,21,25,3,4,4
21-08-2021,49,31,22,5,2,4
22-08-2021,57,41,23,7,2,6
23-08-2021,83,47,16,9,2,5
24-08-2021,88,53,22,6,2,5
25-08-2021,102,59,15,6,12,5
26-08-2021,112,51,40,6,4,5
27-08-2021,95,33,15,5,2,4
28-08-2021,59,34,13,6,2,4
29-08-2021,65,42,20,6,3,4
30-08-2021,75,33,19,7,1,3
31-08-2021,59,20,18,4,2,3
01-09-2021,56,44,19,9,2,6
02-09-2021,107,55,42,9,4,6
03-09-2021,270,55,19,8,2,7
04-09-2021,544,54,24,6,2,4
05-09-2021,102,38,37,7,4,4
06-09-2021,82,25,17,5,7,4
07-09-2021,51,24,36,5,4,4
08-09-2021,60,29,20,5,2,4
09-09-2021,65,42,44,7,3,5
10-09-2021,82,26,20,6,2,4
11-09-2021,57,28,22,5,2,3
12-09-2021,63,21,36,4,4,3
13-09-2021,40,15,19,6,2,2
14-09-2021,35,22,31,4,3,3
15-09-2021,45,39,20,6,2,4
16-09-2021,78,46,34,7,3,5
17-09-2021,81,58,21,6,2,5
18-09-2021,99,50,20,6,8,5
19-09-2021,106,37,36,6,3,4
20-09-2021,69,27,19,5,2,3
21-09-2021,53,32,27,6,2,5
22-09-2021,64,50,21,7,2,5
23-09-2021,88,51,17,8,2,6
24-09-2021,90,63,28,9,2,6
25-09-2021,118,55,23,10,2,6
26-09-2021,106,44,26,8,3,6
27-09-2021,79,32,34,6,5,5
28-09-2021,63,13,18,5,3,4
29-09-2021,36,21,26,6,8,2
30-09-2021,72,23,15,4,2,4
01-04-2021,161,118,43,15,3,7
02-04-2021,159,99,35,12,3,5
03-04-2021,149,129,40,14,3,6
04-04-2021,163,88,48,9,3,6
05-04-2021,144,91,32,10,4,5
06-04-2021,138,80,32,8,4,4
07-04-2021,130,82,31,9,3,4
08-04-2021,123,88,24,13,3,4
09-04-2021,140,75,35,12,3,5
10-04-2021,132,81,32,10,3,4
11-04-2021,125,83,42,14,2,6
12-04-2021,128,83,38,12,2,5
13-04-2021,140,87,42,12,2,6
14-04-2021,137,103,33,12,2,6
15-04-2021,152,90,34,12,2,6
16-04-2021,140,78,28,9,2,4
17-04-2021,135,67,29,10,5,3
18-04-2021,112,81,26,16,3,5
19-04-2021,115,93,32,14,3,6
20-04-2021,141,67,37,9,3,5
21-04-2021,107,74,25,11,3,4
22-04-2021,131,88,42,12,3,6
23-04-2021,150,85,30,11,4,4
24-04-2021,139,93,40,13,4,5
25-04-2021,148,104,35,13,4,5
26-04-2021,153,95,44,17,4,8
27-04-2021,134,80,30,12,3,4
28-04-2021,134,71,35,9,4,4
29-04-2021,113,67,21,11,5,3
30-04-2021,119,55,28,10,5,4
01-05-2021,101,77,17,11,4,4
02-05-2021,146,64,36,8,3,5
03-05-2021,126,67,25,11,3,4
04-05-2021,135,66,25,9,3,4
05-05-2021,129,44,17,9,3,3
06-05-2021,84,39,33,8,3,4
07-05-2021,78,49,24,9,4,4
08-05-2021,91,55,18,10,4,4
09-05-2021,105,57,45,8,3,5
10-05-2021,114,43,18,8,3,3
11-05-2021,86,37,18,8,4,4
12-05-2021,73,65,24,10,4,5
13-05-2021,126,62,39,9,4,5
14-05-2021,118,61,24,9,4,4
15-05-2021,106,62,24,9,7,3
16-05-2021,118,55,25,10,4,4
17-05-2021,105,63,26,9,4,4
18-05-2021,130,60,22,10,4,5
19-05-2021,114,32,32,8,6,4
20-05-2021,64,55,22,9,2,4
21-05-2021,95,55,24,9,2,5
22-05-2021,110,53,23,9,2,3
23-05-2021,107,64,22,10,2,5
24-05-2021,125,37,12,8,2,4
25-05-2021,76,26,27,6,6,2
26-05-2021,57,25,16,6,2,3
27-05-2021,57,41,11,5,2,3
28-05-2021,73,56,10,6,2,3
29-05-2021,93,52,10,8,2,4
30-05-2021,88,54,15,8,2,5
31-05-2021,96,67,10,9,3,3
01-06-2021,119,44,27,7,2,4
02-06-2021,79,61,24,10,2,3
03-06-2021,122,63,21,10,2,4
04-06-2021,119,63,33,10,5,3
05-06-2021,108,57,24,9,2,3
06-06-2021,101,62,35,13,2,8
07-06-2021,97,57,27,10,2,4
08-06-2021,96,44,25,9,2,5
09-06-2021,85,62,21,10,2,4
10-06-2021,114,53,27,9,2,5
11-06-2021,97,31,13,8,5,3
12-06-2021,66,38,12,8,2,4
13-06-2021,67,38,12,8,2,4
14-06-2021,75,43,13,7,2,4
15-06-2021,86,34,12,8,2,5
16-06-2021,75,36,15,7,2,3
17-06-2021,68,28,15,5,2,3
18-06-2021,10,36,15,7,2,3
19-06-2021,88,41,15,7,2,4
20-06-2021,55,41,32,7,2,4
21-06-2021,92,49,14,8,3,3
22-06-2021,65,49,18,6,2,4
23-06-2021,83,49,16,5,2,3
24-06-2021,65,48,24,6,3,4
25-06-2021,69,52,14,5,17,4
26-06-2021,65,37,13,5,2,4
27-06-2021,60,45,36,7,4,5
28-06-2021,85,48,16,7,2,4
29-06-2021,66,54,17,8,2,6
30-06-2021,86,51,16,8,2,4
04-01-2021,221,195,21,22,4,10
05-01-2021,227,149,37,24,3,8
06-01-2021,199,127,18,21,5,6
07-01-2021,182,108,26,19,3,6
08-01-2021,167,132,17,21,4,6
09-01-2021,183,129,19,17,1,7
10-01-2021,182,107,35,16,2,5
11-01-2021,162,102,23,14,1,4
12-01-2021,165,112,27,14,3,5
13-01-2021,170,108,36,18,5,7
14-01-2021,167,136,23,15,2,6
15-01-2021,197,138,21,13,2,5
16-01-2021,194,128,24,13,2,5
17-01-2021,185,158,47,19,6,8
18-01-2021,196,160,25,18,2,8
19-01-2021,211,147,31,18,4,7
20-01-2021,205,122,23,15,3,5
21-01-2021,173,124,33,15,4,7
22-01-2021,181,155,30,15,2,7
23-01-2021,193,134,25,13,2,5
24-01-2021,190,121,34,14,4,6
25-01-2021,175,101,20,12,2,5
26-01-2021,167,104,35,12,5,5
27-01-2021,166,101,21,18,2,6
28-01-2021,165,146,17,18,5,8
29-01-2021,200,120,29,13,4,7
30-01-2021,179,105,22,12,2,5
31-01-2021,172,104,23,17,2,6
01-02-2021,168,110,40,16,5,8
02-02-2021,165,133,27,24,2,6
03-02-2021,189,133,37,17,4,7
04-02-2021,195,156,26,19,2,9
05-02-2021,211,125,40,18,5,6
06-02-2021,176,75,18,13,1,4
07-02-2021,119,90,35,13,4,4
08-02-2021,150,114,26,18,2,7
09-02-2021,169,134,30,25,7,11
10-02-2021,181,110,25,18,8,4
11-02-2021,167,126,41,18,9,7
12-02-2021,171,113,25,15,9,7
13-02-2021,172,116,25, ,13,7
15-02-2021,137,123,31,15,3,8
16-02-2021,173,98,39,14,3,7
17-02-2021,153,108,28,18,4,6
18-02-2021,156,135,34,16,4,7
19-02-2021,174,118,21,17,5,7
20-02-2021,165,118,23,15,6,6
21-02-2021,165,107,37,17,6,8
22-02-2021,152,136,30,21,6,7
23-02-2021,176,126,53,18,6,8
24-02-2021,165,108,26,18,6,6
25-02-2021,156,113,27,15,8,6
26-02-2021,153,102,21,16,3,5
27-02-2021,144,108,25,14,3,5
28-02-2021,152,139,36,17,3,9
01-03-2021,153,128,30,15,3,6
02-03-2021,157,104,47,18,3,6
03-03-2021,144,138,36,20,4,7
04-03-2021,156,121,37,20,4,7
05-03-2021,164,112,25,19,4,5
06-03-2021,159,116,32,15,5,6
07-03-2021,163,133,30,11,4,6
08-03-2021,169,127,24,13,4,6
09-03-2021,164,130,26,13,2,5
10-03-2021,172,117,25,15,3,5
11-03-2021,167,104,33,14,3,6
12-03-2021,155,75,10,14,3,7
13-03-2021,143,90,29,16,4,9
14-03-2021,156,99,40,19,4,9
15-03-2021,145,114,26,19,2,6
16-03-2021,155,147,36,17,2,7
17-03-2021,164,164,30,20,1,6
18-03-2021,170,138,27,17,1,5
19-03-2021,165,154,27,21,1,7
20-03-2021,171,128,30,17,2,5
21-03-2021,169,118,30,18,2,6
22-03-2021,157,125,45,17,2,7
23-03-2021,158,117,34,16,3,5
24-03-2021,156,111,29,15,3,5
25-03-2021,145,123,34,16,2,6
26-03-2021,156,115,43,15,2,6
27-03-2021,158,143,35,14,2,7
28-03-2021,168,108,34,13,3,6
29-03-2021,162,137,32,15,3,6
30-03-2021,171,198,29,16,3,5
31-03-2021,177,130,38,20,3,7
01-10-2020,107,39,10, ,1,3
02-10-2020,75,50,28,9,1,4
03-10-2020,87,56,9,7,1,3
04-10-2020,106,59,10,7,1,4
05-10-2020,115,20,32,8,3,3
06-10-2020,54,44,8,8,1,3
07-10-2020,89,62,25,11,3,5
08-10-2020,120,71,9,11,1,4
09-10-2020,133,68,9,11,1,4
10-10-2020,130,75,15,11,1,4
11-10-2020,140,81,45,12,3,5
12-10-2020,139,78,15,11,1,4
13-10-2020,136,78,11,12,1,4
14-10-2020,141,68,32,11,2,4
15-10-2020,119,59,25,12,3,4
16-10-2020,88,76,13,11,1,4
17-10-2020,144,83,13,12,1,4
18-10-2020,149,87,43,11,3,4
19-10-2020,149,97,20,10,1,4
20-10-2020,161,92,46,10,4,6
21-10-2020,157,32,8,8,2,2
22-10-2020,60,29,7,8,1,2
23-10-2020,53,49,9,10,1,3
24-10-2020,84,74,19,12,2,5
25-10-2020,126,88,19,13,3,6
26-10-2020,153,84,36,13,4,6
27-10-2020,139,95,22,13,2,5
28-10-2020,161,87,17,11,2,4
29-10-2020,148,86,19,9,2,3
30-10-2020,144,81,19,10,2,3
31-10-2020,139,76,20,10,2,3
01-11-2020,135,90,35,11,3,5
02-11-2020,153,125,20,13,2,5
03-11-2020,175,119,15,14,5,7
04-11-2020,167,120,17,16,4,9
05-11-2020,171,131,37,18,5,7
06-11-2020,175,122,18,13,2,6
07-11-2020,175,96,10,12,2,5
08-11-2020,153,71,23,12,3,4
09-11-2020,130,79,21,13,2,5
10-11-2020,136,68,17,12,2,3
11-11-2020,105,64,38,12,3,4
12-11-2020,93,76,19,11,4,3
13-11-2020,103,85,22,11,1,4
14-11-2020,147,111,25,11,5,4
15-11-2020,179,86,22,10,2,4
16-11-2020,155,90,26,11,2,6
17-11-2020,143,98,24,12,2,6
18-11-2020,159,119,28,15,4,6
19-11-2020,174,101,18,11,2,6
20-11-2020,168,99,19,11,1,5
21-11-2020,170,90,25,12,2,4
22-11-2020,153,96,32,15,2,6
23-11-2020,153,102,24,12,1,6
24-11-2020,166,96,24,15,2,5
25-11-2020,164,90,15,5,1,5
26-11-2020,152,82,15,3,1,4
27-11-2020,151,90,21,3,1,4
28-11-2020,159,107,22,8,1,5
29-11-2020,154,94,44,12,3,6
30-11-2020,152,105,26,17,2,6
01-12-2020,166,126,36,18,1,8
02-12-2020,175,148,29,17,2,8
03-12-2020,194,155,32,22,3,9
04-12-2020,208,200,26,20,2,11
05-12-2020,239,200,24,18,2,11
06-12-2020,242,207,42,20,2,10
07-12-2020,247,163,20,17,2,10
08-12-2020,211,145,26,18,2,9
09-12-2020,199,147,22,16,2,9
10-12-2020,201,141,26,16,2,7
11-12-2020,189,132,18,14,2,8
12-12-2020,188,143,18,14,2,8
13-12-2020,194,96,35,15,2,5
14-12-2020,162,98,19,13,2,5
15-12-2020,161,92,42,13,1,5
16-12-2020,158,103,19,12,2,5
17-12-2020,167,99,40,13,2,5
18-12-2020,162,101,24,13,2,5
19-12-2020,166,109,25,11,2,5
20-12-2020,171,136,27,14,2,7
21-12-2020,188,143,22,14,2,8
22-12-2020,191,129,21,16,3,7
23-12-2020,189,134,33,18,2,7
24-12-2020,184,124,22,13,2,6
25-12-2020,183,122,23,11,2,6
26-12-2020,182,127,24,13,3,8
27-12-2020,182,171,51,18,4,9
28-12-2020,199,136,22,18,3,8
29-12-2020,191,136,21,18,3,7
30-12-2020,186,125,37,14,2,5
31-12-2020,180,110,24,11,2,4
01-01-2021,173,149,22,19,2,8
02-01-2021,190,128,27,17,4,8
03-01-2021,187,188,28,22,4,10
01-07-2020,73,47,4,3,1,4
02-07-2020,84,44,27,3,2,3
03-07-2020,91,31,3,3,1,2
04-07-2020,60,26,29,3,4,2
05-07-2020,50,29,34,3,3,3
06-07-2020,57,34,2,3,3,3
07-07-2020,64,45,36,3,4,4
08-07-2020,88,38,3,3,1,6
09-07-2020,71,41,32,3,3,3
10-07-2020,71,35,3,2, ,3
11-07-2020,69,50,3,3, ,4
12-07-2020,86,38,34,3,2,5
13-07-2020,69,58,4,3, ,4
14-07-2020,110,30,29,3,2,3
15-07-2020,62,23,5,3,1,2
16-07-2020,46,16,29,3,2,3
17-07-2020,33,32,4,3,1,3
18-07-2020,60,34,2,3,1,3
19-07-2020,65,37,39,3,2,4
20-07-2020,67,34,30,2,5,3
21-07-2020,60,40,33,2,2,5
22-07-2020,71,41,6,3,1,3
23-07-2020,77,33,25,2,2,4
24-07-2020,72,48,6,2,1,3
25-07-2020,95,51,137,2,1,3
26-07-2020,102,51,37,2,2,4
27-07-2020,102,53,11,3, ,3
28-07-2020,96,31,10,3,1,2
29-07-2020,65,30,55,3,3,3
30-07-2020,53,38,7,2, ,2
31-07-2020,72,51,42, ,2,4
01-08-2020,102,58,11,1,1,3
02-08-2020,120,56,52, ,2,3
03-08-2020,115,52,8, ,3,2
04-08-2020,97, , , , , 
06-08-2020,77,27,11,3,1,2
07-08-2020,55,36,12,3,1,3
08-08-2020,66,43,10,3,1,2
09-08-2020,82,29,66,3,2,3
10-08-2020,57,30,9,4,1,2
11-08-2020,60,32,65,3,2,3
12-08-2020,71,43,11,3,6,2
13-08-2020,74,20,57,3,1,3
14-08-2020,56,18,9,4,1,1
15-08-2020,42,30,9,3,2,2
16-08-2020,61,43,45,3,2,3
17-08-2020,77,54,11,3,1,3
18-08-2020,94,25,45,3,2,2
19-08-2020,49,14,7,4,1,2
20-08-2020,30,19,6,4,1,2
21-08-2020,42,32,49,4,2,4
22-08-2020,65,44,7,4,1,3
23-08-2020,87,44,48,4,2,4
24-08-2020,87,51,8,4, ,2
25-08-2020,93,24,44,3,2,3
26-08-2020,56,23,7,4,1,2
27-08-2020,45,25,49,4,2,3
28-08-2020,58,28,12,4,1,2
29-08-2020,52,37,14,4,2,3
30-08-2020,64,60,3,6,1,4
31-08-2020,82, , , , , 
03-09-2020,80,44,7,6,3,4
04-09-2020,75,43,11,6, ,3
05-09-2020,87,55,11,5,1,3
06-09-2020,94,51,13,5,1,3
07-09-2020,92,43,58,4,2,3
08-09-2020,86,50,15,5, ,4
09-09-2020,96,56,69,5,2,4
10-09-2020,103,56,12,5, ,3
11-09-2020,109,34,7,6, ,2
12-09-2020,63,22,8,6, ,2
13-09-2020,43,26,37,4,3,2
14-09-2020,43,36,9,5,1,2
15-09-2020,45,37,9,7,1,2
16-09-2020,49,43,21, ,3,3
17-09-2020,75,41,10,6,4,2
18-09-2020,70,43,31,9,2,5
19-09-2020,79,61,6,7,1,3
20-09-2020,115,37,31,7,2,3
21-09-2020,65,30,10,7,1,2
22-09-2020,57,24,10,7,3,1
23-09-2020,47,35,45,8,3,3
24-09-2020,62,35,13,7,1,2
25-09-2020,70,39,7,7,1,3
26-09-2020,81,43,7, , ,3
27-09-2020,83,36,28, ,2,4
28-09-2020,72,58,10, ,1,4
29-09-2020,110,62,28, ,1,3
30-09-2020,113,59,9, , ,3
01-04-2020,116,75,17,10,9,4
02-04-2020,122,68,15,7,5,3
03-04-2020,101,68,18,8,8,4
04-04-2020,101,68,17,6,6,4
05-04-2020,102,75,15,7,9,5
06-04-2020,109,83,14,8,11,6
07-04-2020,116,62,14,5,8,3
08-04-2020,100,50,14,8,6,4
09-04-2020,83,60,16,10,8,6
10-04-2020,92,59,22,11,5,8
11-04-2020,89,69,15,9,5,8
12-04-2020,100,66,7,17,3,8
13-04-2020,95,64,56,30,9,2
14-04-2020,103,59,10,3,5,2
15-04-2020,86,62,14,3,5,2
16-04-2020,86, , , , , 
24-04-2020,70,34,8,3,6,2
25-04-2020,65,46,9,3,5,2
26-04-2020,86,37,8,2,3,2
27-04-2020,71,32,9,2,3,2
28-04-2020,57,46,11,2,3,2
29-04-2020,86,58,11,2,3,2
30-04-2020,102,49,10,5,8,2
01-05-2020,97,38,8,5,10,3
02-05-2020,107,47,11,3,3,3
03-05-2020,90,62,25,3,4,5
04-05-2020,119,43,9,3,4,3
05-05-2020,79,30,14,3,6,3
06-05-2020,48,42,10,11,19,2
07-05-2020,82,41,11,6,3,3
08-05-2020,82,61,11,5,1,3
09-05-2020,117,69,9,5,1,4
10-05-2020,141,52,12,6,6,4
11-05-2020,87,59,12,8,2,3
12-05-2020,90,59,10,7,1,5
13-05-2020,98,43,5,7,1,3
14-05-2020,86,67,9,74,5,2
15-05-2020,121,66,15,14,3,5
16-05-2020,104,66,16,10,5,4
17-05-2020,116,53,14,5, ,4
18-05-2020,85,34,32,4,5,4
19-05-2020,64,38,7,1,1,2
20-05-2020,69, , , , , 
22-05-2020,64,65,6,2,1,4
23-05-2020,116,70,34,12,4,3
24-05-2020,120,58,8,2, ,4
25-05-2020,87,55,47,2,2,5
26-05-2020,85,45,6,3,1,4
27-05-2020,68,32,13,3,1,3
28-05-2020,64,53,18,3,1,4
29-05-2020,97,58,5,3,3,3
30-05-2020,99,53,9,4,3,4
31-05-2020,85,44,25,2,3,4
01-06-2020,77,56,15, ,2,5
02-06-2020,93,49,14,2,3,4
03-06-2020,89,69,11,3,5,5
04-06-2020,117,27,40,3,3,4
05-06-2020,55,55,3,2,2,6
06-06-2020,101,72,4,2,2,5
07-06-2020,133,58,27,1,2,4
08-06-2020,113,56,7, , ,4
09-06-2020,108,49,31, ,2,3
10-06-2020,98,47,2, ,5,3
11-06-2020,84, , , , , 
18-06-2020,66,37,6,3,3,3
19-06-2020,66,37,31,6,3,4
20-06-2020,75,33,3,3,1,3
21-06-2020,59,41,29,4,1,5
22-06-2020,75,47,3,5, ,3
23-06-2020,77,41,22,3,2,3
24-06-2020,66,37,4,3, ,2
25-06-2020,63,39,27,3,2,4
26-06-2020,64,50,6,3,1,4
27-06-2020,82,45,5,3,1,4
28-06-2020,76,35,29,3,2,3
29-06-2020,68,52,5,3,1,4
30-06-2020,97,41,24,3,2,3
01-01-2020,181,85,36,19,5,7
02-01-2020,161,58,11,13,7,5
03-01-2020,119,64,32,14,6,7
04-01-2020,125,61,19,15,4,4
05-01-2020,124,85,38,18,6,7
06-01-2020,153,121,27,19,5,9
07-01-2020,183,130,34,22,7,12
08-01-2020,193,107,18,19,6,8
09-01-2020,179,88,35,12,5,3
10-01-2020,156,74,25,12,3,3
11-01-2020,151,78,32,13,3,4
12-01-2020,148,111,42,24,7,10
13-01-2020,170,177,36,32,7,17
14-01-2020,221,131,43,28,8,15
15-01-2020,185,132,34,24,10,8
16-01-2020,191,105,30,18,7,10
17-01-2020,165,127,24,20,6,13
18-01-2020,185,90,17,11,4,8
19-01-2020,163,71,41,15,7,6
20-01-2020,139,112,30,24,7,10
21-01-2020,175,133,371,30,12,13
22-01-2020,194,117,328,19,7,8
23-01-2020,178,96,264,23,9,6
24-01-2020,155,108,19,26,16,6
25-01-2020,170,104,21,19,8, 
26-01-2020,168,106,22,24,8,10
27-01-2020,163,145,15,27,13,11
28-01-2020,193,116,8,19,6,10
29-01-2020,181,121,10,16,10,9
30-01-2020,180,86,34,17,7,5
31-01-2020,145,89,22,18,9,7
01-02-2020,153,81,23,13,8,4
02-02-2020,154,85,33,26,12,9
03-02-2020,127,106,21,26,14,7
04-02-2020,167,101,36,22,10,6
05-02-2020,156,97,25,16,7,4
06-02-2020,157,97,28,10,7,7
07-02-2020,158,127,16,9,12,8
08-02-2020,179,102,24,5,7,4
09-02-2020,163,89,22,6,8,7
10-02-2020,149,98,26,6,8,6
11-02-2020,159,99,18,7,10,7
12-02-2020,156,118,44,8,10,11
13-02-2020,174,127,15,7,11,6
14-02-2020,182,93,34,7,12,6
15-02-2020,147,105,16,4,15,9
16-02-2020,162,109,36,4,12,9
17-02-2020,161,117,20,8,12,7
18-02-2020,174,116,33,8,16,9
19-02-2020,171,129,18,7,11,6
20-02-2020,179,95,32,6,14,8
21-02-2020,148,122,16,6,9,5
22-02-2020,178,94,15,5,11,5
23-02-2020,163,73,29,5,11,5
24-02-2020,132,64,12,3,4,4
25-02-2020,108,70,31,4,10,6
26-02-2020,135,87,13,10,8,5
27-02-2020,158,88,14,17,10,7
28-02-2020,146,117,30,23,13,9
29-02-2020,175,151,16,17,11,4
01-03-2020,205,103,33,22,14,8
02-03-2020,154,98,11,17,9,4
03-03-2020,167,57,15,12,8,4
04-03-2020,186,75,23,18,9,6
05-03-2020,142,62,10,16,5,5
06-03-2020,112,40,24,13,5,7
07-03-2020,82,53,9,12,4,4
08-03-2020,104,69,22,12,8,5
09-03-2020,123,70,38,12,13,4
10-03-2020,117,76,13,18,10,6
11-03-2020,123,84,19,18,5,10
12-03-2020,139,75,16,15,7,4
13-03-2020,123,32,9,8,3,3
14-03-2020,64,57,8,13,4,6
15-03-2020,112,70,35,14,6,4
16-03-2020,124,87,17,29,6,5
17-03-2020,135,83,35,15,8,6
18-03-2020,136,97,20,18,15,5
19-03-2020,142,82,29,15,11,9
20-03-2020,116,100,16,16,15,4
21-03-2020,149,64,15,12,9,4
22-03-2020,101,73,15,12,8,4
23-03-2020,122,72,19,10,6,4
24-03-2020,131,86,17,12,9,4
25-03-2020,152, , , , , 
27-03-2020,77,61,12,6,5,3
28-03-2020,83,51,15,4,5,2
29-03-2020,73,54,16,5,6,2
30-03-2020,71,65,17,6,7,3
31-03-2020,89,74,18,9,10,4
01-10-2019,88,58,13,10,2,3
02-10-2019,118,62,8,8,2,3
03-10-2019,146,47,16,8,3,3
04-10-2019,97,53,13,13,2,5
05-10-2019,121,46,12,14,2,4
06-10-2019,108,41,20,8,3,3
07-10-2019,100,37,11,6,2,3
08-10-2019,89,23,9,5,3,2
09-10-2019,60,38,10,7,3,5
10-10-2019,90,49,16,8,3,5
11-10-2019,111,57,20,8,3,5
12-10-2019,130,61,31,12,3,6
13-10-2019,135,81,31,16,3,5
14-10-2019,156,67,30,14,3,5
15-10-2019,137,79,30,14,3,2
16-10-2019,160,73,21,16,3,4
17-10-2019,153,60,22,7,2,3
18-10-2019,138,73,17,10,3,4
19-10-2019,160,64,27,6,3,2
20-10-2019,150,55,14,9,2,5
21-10-2019,122,78,29,14,4,7
22-10-2019,154,79,18,9,3,4
23-10-2019,160,23,16,4,2,2
24-10-2019,65,10,19,5,2,1
25-10-2019,31,21,7,7,2,4
26-10-2019,58,119,11,13,3,7
27-10-2019,186,65,20,13,3,3
28-10-2019,139,87,17,14,3,4
29-10-2019,167,93,20,18,3,5
30-10-2019,178,99,22,18,2,6
31-10-2019,183,96,20,16,2,5
01-11-2019,175,92,22,16,2,5
02-11-2019,172,104,18,16,3,6
03-11-2019,187,113,18,17,3,8
04-11-2019,192,150,24,17,3,6
05-11-2019,224,125,26,20,4,6
06-11-2019,184,142,33,22,4,7
07-11-2019,184,91,18,14,3,4
08-11-2019,148,56,11,7,3,3
09-11-2019,99,37,12,7,3,3
10-11-2019,72,74,20,13,3,4
11-11-2019,130,118,34,17,5,5
12-11-2019,172,109,34,24,4,7
13-11-2019,171,128,31,20,4,6
14-11-2019,183,110,35,23,7,7
15-11-2019,166,112,29,22,6,7
16-11-2019,172,122,42,22,6,8
17-11-2019,181,153,42,21,8,8
18-11-2019,185,96,28,18,6,4
19-11-2019,158,132,44,29,10,10
20-11-2019,179,151,37,28,5,9
21-11-2019,198,132,32,25,7,5
22-11-2019,184,144,29,20,12,8
23-11-2019,192,144,29,25,10,9
24-11-2019,196,168,31,30,6,12
25-11-2019,211,157,34,19,4,10
26-11-2019,208,153,41,24,6,10
27-11-2019,204,129,28,20,7,7
28-11-2019,183,121,29,24,5,7
29-11-2019,174,122,30,22,6,5
30-11-2019,174,101,25,20,9,5
01-12-2019,162,88,38,19,6,6
02-12-2019,150,108,30,19,5,7
03-12-2019,172,100,24,18,4,5
04-12-2019,163,100,5,15,4,5
